obs_start,obs_end,length,iteration,distribution
876087,876087,1,38,unif
1147218,1147218,1,38,unif
9970106,9970106,1,38,unif
1457423,1457423,1,38,unif
7742091,7742091,1,38,unif
3322712,3322712,1,38,unif
2333073,2333073,1,38,unif
3961041,3961041,1,38,unif
7503919,7503919,1,38,unif
6523827,6523827,1,38,unif
9232787,9232787,1,38,unif
6544281,6544281,1,38,unif
8110083,8110083,1,38,unif
8738632,8738637,6,38,unif
2622479,2622479,1,38,unif
2185521,2185521,1,38,unif
2335384,2335384,1,38,unif
1489793,1489793,1,38,unif
6735749,6735749,1,38,unif
9532275,9532275,1,38,unif
9232787,9232787,1,38,unif
832681,832681,1,38,unif
5270156,5270156,1,38,unif
7030628,7030628,1,38,unif
4805581,4805581,1,38,unif
7030449,7030449,1,38,unif
777450,777450,1,38,unif
2800406,2800406,1,38,unif
6128421,6128421,1,38,unif
94644,94644,1,38,unif
7972414,7972414,1,38,unif
2360217,2360217,1,38,unif
3012327,3012327,1,38,unif
7322514,7322514,1,38,unif
9719866,9719866,1,38,unif
5357488,5357488,1,38,unif
1040535,1040535,1,38,unif
7702550,7702550,1,38,unif
8440481,8440485,5,38,unif
9984236,9984236,1,38,unif
5950574,5950574,1,38,unif
6265640,6265640,1,38,unif
6743539,6743539,1,38,unif
1863011,1863011,1,38,unif
1009308,1009308,1,38,unif
2362508,2362508,1,38,unif
4366388,4366388,1,38,unif
5187988,5187988,1,38,unif
2659140,2659140,1,38,unif
5944922,5944922,1,38,unif
3942562,3942562,1,38,unif
6261488,6261488,1,38,unif
1464439,1464439,1,38,unif
8853027,8853027,1,38,unif
9435577,9435577,1,38,unif
8332327,8332327,1,38,unif
8321170,8321209,40,38,unif
5283329,5283329,1,38,unif
6222918,6222918,1,38,unif
7972414,7972455,42,38,unif
1438339,1438339,1,38,unif
7537366,7537366,1,38,unif
5668105,5668105,1,38,unif
9969432,9969432,1,38,unif
9016809,9016809,1,38,unif
2654376,2654376,1,38,unif
258483,258483,1,38,unif
1018738,1018738,1,38,unif
377247,377247,1,38,unif
4196965,4196965,1,38,unif
6949966,6949966,1,38,unif
3826451,3826479,29,38,unif
1323683,1323683,1,38,unif
6466132,6466132,1,38,unif
8335785,8335785,1,38,unif
3400542,3400542,1,38,unif
7037541,7037541,1,38,unif
4282844,4282844,1,38,unif
1330697,1330697,1,38,unif
63989,63989,1,38,unif
5302613,5302623,11,38,unif
3771765,3771765,1,38,unif
6476556,6476556,1,38,unif
2544501,2544501,1,38,unif
8646108,8646108,1,38,unif
1898127,1898127,1,38,unif
915362,915362,1,38,unif
6593254,6593254,1,38,unif
8600887,8600887,1,38,unif
8343662,8343662,1,38,unif
1495612,1495612,1,38,unif
5020705,5020705,1,38,unif
8619492,8619492,1,38,unif
1018738,1018738,1,38,unif
4770069,4770069,1,38,unif
4410146,4410146,1,38,unif
7960975,7960975,1,38,unif
2003644,2003644,1,38,unif
3027834,3027834,1,38,unif
5010379,5010379,1,38,unif
3792407,3792407,1,38,unif
2826644,2826644,1,38,unif
1945949,1945949,1,38,unif
1829952,1829952,1,38,unif
8566306,8566306,1,38,unif
2047732,2047732,1,38,unif
7253284,7253284,1,38,unif
991261,991261,1,38,unif
6956250,6956250,1,38,unif
1116591,1116591,1,38,unif
8948967,8948967,1,38,unif
5912471,5912471,1,38,unif
9041275,9041275,1,38,unif
834601,834601,1,38,unif
4600458,4600458,1,38,unif
8943086,8943086,1,38,unif
183727,183727,1,38,unif
7515759,7515759,1,38,unif
3937961,3937962,2,38,unif
1859235,1859235,1,38,unif
6451605,6451605,1,38,unif
4347136,4347136,1,38,unif
3721886,3721998,113,38,unif
8361279,8361279,1,38,unif
5322954,5322954,1,38,unif
8286421,8286421,1,38,unif
4099111,4099111,1,38,unif
9479684,9479684,1,38,unif
1392987,1392987,1,38,unif
9992242,9992242,1,38,unif
9577988,9578082,95,38,unif
6304611,6304611,1,38,unif
7077216,7077216,1,38,unif
5521481,5521481,1,38,unif
7936602,7936602,1,38,unif
1584621,1584621,1,38,unif
5447678,5447678,1,38,unif
4260392,4260392,1,38,unif
6123709,6123709,1,38,unif
8844691,8844691,1,38,unif
3321237,3321237,1,38,unif
8825909,8825909,1,38,unif
948255,948255,1,38,unif
493561,493561,1,38,unif
3134873,3134873,1,38,unif
3157421,3157423,3,38,unif
8619492,8619492,1,38,unif
9693591,9693591,1,38,unif
6436426,6436426,1,38,unif
8365939,8365963,25,38,unif
3905781,3905781,1,38,unif
2894520,2894520,1,38,unif
836296,836310,15,38,unif
1046722,1046722,1,38,unif
4752334,4752334,1,38,unif
3845285,3845285,1,38,unif
2260991,2261025,35,38,unif
6878025,6878025,1,38,unif
8490260,8490260,1,38,unif
2792495,2792495,1,38,unif
9835567,9835571,5,38,unif
4400368,4400368,1,38,unif
6533596,6533596,1,38,unif
8652187,8652187,1,38,unif
2350309,2350309,1,38,unif
8744824,8744824,1,38,unif
212080,212080,1,38,unif
2248442,2248487,46,38,unif
8582109,8582109,1,38,unif
3319013,3319013,1,38,unif
2216706,2216706,1,38,unif
8764042,8764042,1,38,unif
4357668,4357668,1,38,unif
717658,717658,1,38,unif
3899677,3899677,1,38,unif
7456508,7456508,1,38,unif
6434407,6434407,1,38,unif
4059649,4059649,1,38,unif
2687964,2687964,1,38,unif
3712416,3712416,1,38,unif
4243350,4243350,1,38,unif
8589067,8589067,1,38,unif
6536037,6536037,1,38,unif
7039807,7039849,43,38,unif
723037,723037,1,38,unif
6998027,6998088,62,38,unif
3881542,3881542,1,38,unif
5070605,5070605,1,38,unif
6302818,6302818,1,38,unif
4395571,4395571,1,38,unif
2772302,2772302,1,38,unif
7053850,7053850,1,38,unif
2407340,2407340,1,38,unif
9607684,9607684,1,38,unif
8314692,8314692,1,38,unif
1971189,1971189,1,38,unif
2911447,2911447,1,38,unif
8260577,8260577,1,38,unif
4259896,4259896,1,38,unif
2949137,2949137,1,38,unif
3865314,3865314,1,38,unif
8651362,8651362,1,38,unif
4189622,4189622,1,38,unif
8339958,8339958,1,38,unif
3713213,3713213,1,38,unif
4345187,4345187,1,38,unif
2269579,2269579,1,38,unif
2926723,2926723,1,38,unif
8622508,8622508,1,38,unif
716341,716341,1,38,unif
3843187,3843246,60,38,unif
8169794,8169794,1,38,unif
5378911,5378911,1,38,unif
804988,804988,1,38,unif
1941261,1941261,1,38,unif
3737628,3737628,1,38,unif
402457,402457,1,38,unif
948255,948255,1,38,unif
8664486,8664486,1,38,unif
2671421,2671421,1,38,unif
1035244,1035244,1,38,unif
627538,627538,1,38,unif
3351311,3351311,1,38,unif
8615214,8615214,1,38,unif
2437140,2437140,1,38,unif
2753264,2753264,1,38,unif
8622508,8622508,1,38,unif
7993970,7993997,28,38,unif
7492123,7492123,1,38,unif
65197,65197,1,38,unif
4000428,4000428,1,38,unif
2191572,2191572,1,38,unif
6253627,6253627,1,38,unif
181549,181549,1,38,unif
6622666,6622666,1,38,unif
5351773,5351773,1,38,unif
583060,583060,1,38,unif
1712118,1712118,1,38,unif
832539,832681,143,38,unif
4870492,4870492,1,38,unif
7512090,7512090,1,38,unif
2610133,2610133,1,38,unif
9884233,9884233,1,38,unif
9496560,9496560,1,38,unif
2800406,2800406,1,38,unif
8695909,8695909,1,38,unif
4022057,4022057,1,38,unif
1007921,1007921,1,38,unif
997301,997301,1,38,unif
7478580,7478580,1,38,unif
4300924,4300924,1,38,unif
7496064,7496064,1,38,unif
2781288,2781288,1,38,unif
8130309,8130309,1,38,unif
5752295,5752295,1,38,unif
9861469,9861469,1,38,unif
1864008,1864008,1,38,unif
594114,594114,1,38,unif
8626438,8626438,1,38,unif
6674426,6674426,1,38,unif
8438853,8438853,1,38,unif
2606026,2606026,1,38,unif
1349392,1349392,1,38,unif
8207745,8207745,1,38,unif
5378172,5378172,1,38,unif
9508693,9508693,1,38,unif
7629048,7629048,1,38,unif
3018292,3018292,1,38,unif
8669528,8669528,1,38,unif
8429897,8429897,1,38,unif
2152712,2152712,1,38,unif
6965838,6965838,1,38,unif
5509786,5509786,1,38,unif
6972992,6972992,1,38,unif
1865499,1865499,1,38,unif
5306433,5306433,1,38,unif
1253593,1253593,1,38,unif
4187177,4187177,1,38,unif
7493080,7493080,1,38,unif
997070,997070,1,38,unif
9003731,9003731,1,38,unif
132223,132223,1,38,unif
6475458,6475458,1,38,unif
6311111,6311111,1,38,unif
5068321,5068321,1,38,unif
1037599,1037660,62,38,unif
1578331,1578331,1,38,unif
1958453,1958453,1,38,unif
783586,783586,1,38,unif
1343404,1343420,17,38,unif
5529221,5529221,1,38,unif
5464778,5464778,1,38,unif
7767344,7767344,1,38,unif
6864294,6864294,1,38,unif
1464439,1464439,1,38,unif
1145819,1145819,1,38,unif
9014714,9014714,1,38,unif
6817282,6817282,1,38,unif
3217311,3217311,1,38,unif
2966963,2966963,1,38,unif
5652008,5652008,1,38,unif
2425840,2425840,1,38,unif
6447138,6447138,1,38,unif
5927293,5927293,1,38,unif
3773830,3773848,19,38,unif
3818359,3818359,1,38,unif
4901971,4901971,1,38,unif
4595145,4595145,1,38,unif
8783905,8783905,1,38,unif
1039685,1039685,1,38,unif
9117313,9117313,1,38,unif
795603,795603,1,38,unif
1178168,1178168,1,38,unif
1957812,1957812,1,38,unif
9247015,9247015,1,38,unif
2036223,2036223,1,38,unif
9138243,9138243,1,38,unif
4347136,4347136,1,38,unif
2190927,2190927,1,38,unif
2170222,2170222,1,38,unif
6052093,6052093,1,38,unif
5610134,5610134,1,38,unif
5659647,5659647,1,38,unif
4059296,4059296,1,38,unif
3603000,3603000,1,38,unif
4003441,4003441,1,38,unif
5722144,5722144,1,38,unif
3937962,3937962,1,38,unif
4876811,4876811,1,38,unif
9814524,9814524,1,38,unif
5630162,5630162,1,38,unif
6563231,6563231,1,38,unif
8655365,8655365,1,38,unif
267344,267344,1,38,unif
3682235,3682235,1,38,unif
5278480,5278480,1,38,unif
2385509,2385509,1,38,unif
6955157,6955157,1,38,unif
6437909,6437909,1,38,unif
6899742,6899742,1,38,unif
4757604,4757604,1,38,unif
2963169,2963169,1,38,unif
6627300,6627300,1,38,unif
6571095,6571095,1,38,unif
9045674,9045674,1,38,unif
6994233,6994233,1,38,unif
9623613,9623619,7,38,unif
9228214,9228214,1,38,unif
6791852,6791852,1,38,unif
334562,334653,92,38,unif
8490538,8490538,1,38,unif
2971877,2971877,1,38,unif
318821,318821,1,38,unif
8686682,8686682,1,38,unif
1243440,1243440,1,38,unif
4711603,4711603,1,38,unif
3052647,3052647,1,38,unif
4755099,4755099,1,38,unif
1900632,1900632,1,38,unif
9045951,9045951,1,38,unif
748611,748611,1,38,unif
1865718,1865718,1,38,unif
8882030,8882030,1,38,unif
9547199,9547255,57,38,unif
510645,510645,1,38,unif
7133842,7133842,1,38,unif
548705,548705,1,38,unif
3001937,3002009,73,38,unif
6477623,6477623,1,38,unif
7033404,7033404,1,38,unif
1180136,1180136,1,38,unif
3252747,3252795,49,38,unif
4396483,4396483,1,38,unif
1485096,1485096,1,38,unif
5413392,5413392,1,38,unif
355641,355641,1,38,unif
660940,660940,1,38,unif
3953179,3953179,1,38,unif
8197348,8197348,1,38,unif
4078793,4078793,1,38,unif
4744896,4744896,1,38,unif
4561073,4561073,1,38,unif
3026530,3026530,1,38,unif
3001887,3002009,123,38,unif
4182739,4182739,1,38,unif
1159894,1159894,1,38,unif
2361832,2361832,1,38,unif
3963928,3963928,1,38,unif
4340922,4340922,1,38,unif
3805061,3805061,1,38,unif
1416475,1416475,1,38,unif
7986407,7986407,1,38,unif
3439446,3439446,1,38,unif
2713036,2713036,1,38,unif
4849303,4849303,1,38,unif
9777342,9777342,1,38,unif
2887262,2887262,1,38,unif
7344921,7344921,1,38,unif
9077847,9077919,73,38,unif
7889003,7889003,1,38,unif
1555763,1555763,1,38,unif
6401530,6401560,31,38,unif
1938966,1938966,1,38,unif
4479035,4479035,1,38,unif
2143455,2143455,1,38,unif
7760654,7760654,1,38,unif
3637087,3637087,1,38,unif
6596374,6596374,1,38,unif
8597256,8597256,1,38,unif
8927696,8927696,1,38,unif
7310910,7310910,1,38,unif
6321999,6321999,1,38,unif
3951183,3951183,1,38,unif
2688150,2688150,1,38,unif
6522124,6522124,1,38,unif
9324470,9324470,1,38,unif
2002959,2002959,1,38,unif
4614615,4614615,1,38,unif
3922774,3922774,1,38,unif
1012102,1012102,1,38,unif
6551610,6551610,1,38,unif
4106864,4106864,1,38,unif
7885493,7885493,1,38,unif
5899483,5899483,1,38,unif
7132199,7132199,1,38,unif
1791617,1791617,1,38,unif
6864061,6864061,1,38,unif
2360516,2360521,6,38,unif
2548837,2548837,1,38,unif
8332327,8332327,1,38,unif
4718169,4718169,1,38,unif
8240548,8240548,1,38,unif
7191262,7191262,1,38,unif
5952482,5952482,1,38,unif
6302503,6302662,160,38,unif
4540183,4540183,1,38,unif
6966573,6966605,33,38,unif
9801061,9801061,1,38,unif
3341135,3341135,1,38,unif
6507543,6507543,1,38,unif
1723916,1723916,1,38,unif
9056189,9056189,1,38,unif
9696033,9696033,1,38,unif
6960460,6960460,1,38,unif
1443045,1443131,87,38,unif
1512359,1512359,1,38,unif
7038566,7038566,1,38,unif
1394342,1394342,1,38,unif
6236142,6236142,1,38,unif
2794568,2794568,1,38,unif
8185094,8185094,1,38,unif
6192787,6192787,1,38,unif
7567610,7567610,1,38,unif
2233803,2233803,1,38,unif
7132199,7132199,1,38,unif
4394996,4394996,1,38,unif
3145683,3145683,1,38,unif
7239882,7239882,1,38,unif
91694,91694,1,38,unif
3443900,3443900,1,38,unif
3640090,3640090,1,38,unif
2077244,2077244,1,38,unif
6595336,6595336,1,38,unif
2948125,2948125,1,38,unif
805696,805696,1,38,unif
5540246,5540246,1,38,unif
5556245,5556245,1,38,unif
711427,711433,7,38,unif
637348,637348,1,38,unif
8713406,8713406,1,38,unif
7486065,7486065,1,38,unif
3828734,3828734,1,38,unif
487960,487960,1,38,unif
7775143,7775143,1,38,unif
9702381,9702381,1,38,unif
7051273,7051273,1,38,unif
7453348,7453348,1,38,unif
3324319,3324420,102,38,unif
4988624,4988624,1,38,unif
9789211,9789211,1,38,unif
8778207,8778207,1,38,unif
6559365,6559365,1,38,unif
8738732,8738732,1,38,unif
4686814,4686814,1,38,unif
9596719,9596719,1,38,unif
3573940,3573940,1,38,unif
5849012,5849012,1,38,unif
7952686,7952686,1,38,unif
164254,164254,1,38,unif
2174396,2174396,1,38,unif
7512148,7512148,1,38,unif
191805,191805,1,38,unif
1969458,1969458,1,38,unif
6922448,6922448,1,38,unif
6994233,6994233,1,38,unif
8800774,8800774,1,38,unif
5501499,5501499,1,38,unif
3477977,3477977,1,38,unif
3777020,3777020,1,38,unif
5381018,5381018,1,38,unif
1896329,1896329,1,38,unif
496902,496902,1,38,unif
9831526,9831526,1,38,unif
355000,355000,1,38,unif
1876699,1876699,1,38,unif
5428274,5428274,1,38,unif
3614253,3614253,1,38,unif
4179154,4179154,1,38,unif
7060803,7060803,1,38,unif
6877212,6877212,1,38,unif
627538,627538,1,38,unif
3263796,3263796,1,38,unif
7884167,7884167,1,38,unif
5633470,5633470,1,38,unif
5582052,5582052,1,38,unif
8875227,8875227,1,38,unif
4103146,4103146,1,38,unif
3243384,3243384,1,38,unif
1907902,1907902,1,38,unif
9889557,9889557,1,38,unif
8053469,8053469,1,38,unif
5052265,5052265,1,38,unif
3531091,3531091,1,38,unif
3862968,3862968,1,38,unif
6573226,6573226,1,38,unif
1708230,1708230,1,38,unif
7522284,7522284,1,38,unif
2304033,2304033,1,38,unif
5527486,5527486,1,38,unif
6624992,6624992,1,38,unif
9015701,9015701,1,38,unif
902437,902437,1,38,unif
968838,968838,1,38,unif
895402,895402,1,38,unif
4128612,4128612,1,38,unif
8349239,8349239,1,38,unif
7448663,7448663,1,38,unif
2963409,2963409,1,38,unif
2847290,2847290,1,38,unif
3299596,3299596,1,38,unif
6767257,6767257,1,38,unif
4832983,4832983,1,38,unif
9166860,9166860,1,38,unif
4564828,4564828,1,38,unif
510645,510645,1,38,unif
425782,425782,1,38,unif
3795053,3795070,18,38,unif
6924752,6924752,1,38,unif
5027123,5027123,1,38,unif
19780,19813,34,38,unif
1831153,1831153,1,38,unif
5533231,5533231,1,38,unif
2833683,2833683,1,38,unif
8592198,8592198,1,38,unif
4978310,4978310,1,38,unif
7461048,7461048,1,38,unif
4121738,4121738,1,38,unif
7092657,7092657,1,38,unif
8943446,8943446,1,38,unif
4076291,4076291,1,38,unif
41895,41895,1,38,unif
8077073,8077073,1,38,unif
691331,691331,1,38,unif
7914807,7914807,1,38,unif
7759602,7759602,1,38,unif
3376559,3376559,1,38,unif
7295375,7295375,1,38,unif
1450972,1450972,1,38,unif
1315118,1315118,1,38,unif
1708230,1708230,1,38,unif
8544099,8544099,1,38,unif
5637481,5637482,2,38,unif
354247,354247,1,38,unif
1589101,1589101,1,38,unif
8917504,8917504,1,38,unif
9817288,9817288,1,38,unif
7226273,7226273,1,38,unif
5209768,5209768,1,38,unif
7683243,7683243,1,38,unif
6508009,6508009,1,38,unif
808742,808742,1,38,unif
9592908,9592908,1,38,unif
8845809,8845809,1,38,unif
1594841,1594841,1,38,unif
2303828,2303828,1,38,unif
9784269,9784269,1,38,unif
7830950,7830950,1,38,unif
7024116,7024164,49,38,unif
6199047,6199047,1,38,unif
7443955,7443956,2,38,unif
2751758,2751758,1,38,unif
5162842,5162842,1,38,unif
9765143,9765143,1,38,unif
2637261,2637261,1,38,unif
7241630,7241630,1,38,unif
530238,530238,1,38,unif
9916109,9916109,1,38,unif
5159446,5159446,1,38,unif
6880423,6880423,1,38,unif
9995001,9995001,1,38,unif
6883511,6883511,1,38,unif
999651,999651,1,38,unif
3545724,3545724,1,38,unif
5698029,5698038,10,38,unif
7292800,7292800,1,38,unif
5156183,5156183,1,38,unif
5836140,5836140,1,38,unif
9960038,9960038,1,38,unif
8648978,8648978,1,38,unif
3821972,3821972,1,38,unif
7750834,7750834,1,38,unif
2659140,2659140,1,38,unif
5202522,5202522,1,38,unif
8157096,8157096,1,38,unif
1770770,1770770,1,38,unif
674771,674771,1,38,unif
5018607,5018607,1,38,unif
7685627,7685627,1,38,unif
3819318,3819318,1,38,unif
1493321,1493321,1,38,unif
23361,23361,1,38,unif
3354121,3354121,1,38,unif
8760536,8760536,1,38,unif
8321075,8321075,1,38,unif
4806995,4806995,1,38,unif
1835095,1835095,1,38,unif
9002522,9002522,1,38,unif
6546297,6546310,14,38,unif
1399568,1399568,1,38,unif
9353663,9353663,1,38,unif
3062085,3062085,1,38,unif
6348149,6348149,1,38,unif
4205406,4205406,1,38,unif
1751239,1751239,1,38,unif
2302294,2302294,1,38,unif
2326256,2326256,1,38,unif
7846749,7846749,1,38,unif
8742965,8742965,1,38,unif
2011195,2011195,1,38,unif
1649224,1649224,1,38,unif
179620,179620,1,38,unif
7953175,7953175,1,38,unif
4105397,4105397,1,38,unif
5117376,5117376,1,38,unif
8161898,8161918,21,38,unif
3654776,3654776,1,38,unif
6727004,6727004,1,38,unif
3037521,3037521,1,38,unif
7423197,7423197,1,38,unif
3904853,3904882,30,38,unif
3642945,3642945,1,38,unif
2310233,2310233,1,38,unif
1873613,1873613,1,38,unif
6817811,6817811,1,38,unif
9961476,9961476,1,38,unif
625461,625461,1,38,unif
5370720,5370720,1,38,unif
4205406,4205443,38,38,unif
601670,601670,1,38,unif
4915782,4915782,1,38,unif
2455582,2455582,1,38,unif
3393218,3393218,1,38,unif
9327340,9327340,1,38,unif
7756977,7756977,1,38,unif
256111,256111,1,38,unif
7816261,7816261,1,38,unif
259819,259819,1,38,unif
117409,117409,1,38,unif
3663170,3663170,1,38,unif
8049715,8049715,1,38,unif
5377736,5377736,1,38,unif
6084983,6084983,1,38,unif
5024807,5024807,1,38,unif
9045674,9045674,1,38,unif
7025616,7025616,1,38,unif
1038432,1038432,1,38,unif
2259313,2259313,1,38,unif
6449415,6449415,1,38,unif
747076,747076,1,38,unif
9517654,9517654,1,38,unif
2238682,2238682,1,38,unif
5071584,5071584,1,38,unif
7271867,7271881,15,38,unif
3400268,3400268,1,38,unif
2205611,2205611,1,38,unif
8611691,8611691,1,38,unif
7273986,7273986,1,38,unif
2193759,2193759,1,38,unif
2172378,2172378,1,38,unif
7455401,7455401,1,38,unif
1578186,1578186,1,38,unif
1663719,1663719,1,38,unif
5606531,5606531,1,38,unif
7753344,7753344,1,38,unif
6506345,6506345,1,38,unif
1732455,1732455,1,38,unif
4609356,4609356,1,38,unif
2030749,2030749,1,38,unif
2385117,2385117,1,38,unif
2357746,2357746,1,38,unif
1861280,1861280,1,38,unif
5553186,5553186,1,38,unif
8533419,8533419,1,38,unif
2116862,2116862,1,38,unif
6192787,6192787,1,38,unif
2945678,2945678,1,38,unif
1926516,1926516,1,38,unif
1422691,1422691,1,38,unif
2119129,2119129,1,38,unif
2181823,2181823,1,38,unif
1410132,1410132,1,38,unif
1151550,1151550,1,38,unif
2029177,2029177,1,38,unif
9814987,9814987,1,38,unif
8532893,8532893,1,38,unif
6295592,6295592,1,38,unif
5641043,5641043,1,38,unif
9392404,9392404,1,38,unif
687479,687479,1,38,unif
4141149,4141149,1,38,unif
9770401,9770401,1,38,unif
2150814,2150814,1,38,unif
9475455,9475455,1,38,unif
9742490,9742490,1,38,unif
4971457,4971457,1,38,unif
3282844,3282844,1,38,unif
744606,744606,1,38,unif
1763500,1763500,1,38,unif
1324241,1324241,1,38,unif
7224369,7224369,1,38,unif
5661849,5661849,1,38,unif
7239882,7239904,23,38,unif
9285029,9285029,1,38,unif
3075830,3075830,1,38,unif
7032173,7032173,1,38,unif
8662543,8662543,1,38,unif
1495861,1495871,11,38,unif
4489323,4489323,1,38,unif
8345945,8345945,1,38,unif
9780104,9780104,1,38,unif
9956820,9956820,1,38,unif
5428274,5428274,1,38,unif
5669426,5669426,1,38,unif
487912,487960,49,38,unif
121103,121103,1,38,unif
3155178,3155178,1,38,unif
345839,345839,1,38,unif
662662,662662,1,38,unif
1004631,1004631,1,38,unif
8653324,8653324,1,38,unif
143531,143531,1,38,unif
4329711,4329711,1,38,unif
8074604,8074604,1,38,unif
3662927,3662927,1,38,unif
383209,383209,1,38,unif
8533083,8533083,1,38,unif
9080505,9080505,1,38,unif
6084621,6084621,1,38,unif
8420887,8420887,1,38,unif
3998094,3998094,1,38,unif
2432292,2432292,1,38,unif
8998666,8998666,1,38,unif
343024,343024,1,38,unif
9631814,9631814,1,38,unif
666925,666925,1,38,unif
6279803,6279803,1,38,unif
6471473,6471473,1,38,unif
1778227,1778227,1,38,unif
5600945,5600945,1,38,unif
1754440,1754440,1,38,unif
2663670,2663670,1,38,unif
9989028,9989028,1,38,unif
1077042,1077042,1,38,unif
6552505,6552505,1,38,unif
6407731,6407731,1,38,unif
1864008,1864008,1,38,unif
4588194,4588194,1,38,unif
5979276,5979276,1,38,unif
2018141,2018141,1,38,unif
7458473,7458473,1,38,unif
2322916,2322916,1,38,unif
1581858,1581877,20,38,unif
8111698,8111698,1,38,unif
8915983,8915983,1,38,unif
5391155,5391155,1,38,unif
3762261,3762261,1,38,unif
3252496,3252496,1,38,unif
6798028,6798028,1,38,unif
9327340,9327340,1,38,unif
1939716,1939716,1,38,unif
3946585,3946585,1,38,unif
1688187,1688187,1,38,unif
1315118,1315118,1,38,unif
1077042,1077042,1,38,unif
583860,583860,1,38,unif
38049,38049,1,38,unif
6413205,6413245,41,38,unif
3840578,3840578,1,38,unif
2116261,2116261,1,38,unif
4908132,4908132,1,38,unif
287474,287474,1,38,unif
2143455,2143455,1,38,unif
9953162,9953162,1,38,unif
2676662,2676662,1,38,unif
6840286,6840286,1,38,unif
5199277,5199277,1,38,unif
6912620,6912620,1,38,unif
7783196,7783196,1,38,unif
7227966,7227966,1,38,unif
1014307,1014307,1,38,unif
9796232,9796232,1,38,unif
6681586,6681586,1,38,unif
1054708,1054708,1,38,unif
4831118,4831118,1,38,unif
1957812,1957812,1,38,unif
9535583,9535583,1,38,unif
3681454,3681454,1,38,unif
9033410,9033410,1,38,unif
1946545,1946545,1,38,unif
3624215,3624215,1,38,unif
7302679,7302679,1,38,unif
8257526,8257526,1,38,unif
8779125,8779125,1,38,unif
6783392,6783392,1,38,unif
9171483,9171483,1,38,unif
9735724,9735724,1,38,unif
364706,364706,1,38,unif
8181249,8181249,1,38,unif
9618979,9618979,1,38,unif
6563970,6563970,1,38,unif
5856860,5856860,1,38,unif
4698863,4698863,1,38,unif
7609767,7609767,1,38,unif
13635,13635,1,38,unif
3445737,3445737,1,38,unif
3758634,3758634,1,38,unif
5370720,5370720,1,38,unif
7072694,7072694,1,38,unif
8498492,8498492,1,38,unif
6891175,6891175,1,38,unif
9870411,9870411,1,38,unif
943157,943157,1,38,unif
7543473,7543473,1,38,unif
997070,997070,1,38,unif
6436648,6436648,1,38,unif
6552858,6552858,1,38,unif
813814,813814,1,38,unif
8818252,8818324,73,38,unif
8375693,8375693,1,38,unif
4749488,4749488,1,38,unif
573030,573030,1,38,unif
1251067,1251067,1,38,unif
7991207,7991207,1,38,unif
6304170,6304170,1,38,unif
1080259,1080259,1,38,unif
88359,88359,1,38,unif
6705652,6705652,1,38,unif
8696114,8696114,1,38,unif
6413347,6413347,1,38,unif
6559365,6559365,1,38,unif
50823,50823,1,38,unif
7596478,7596478,1,38,unif
1072788,1072788,1,38,unif
352849,352849,1,38,unif
3806669,3806669,1,38,unif
1864846,1864922,77,38,unif
3320371,3320371,1,38,unif
5950262,5950262,1,38,unif
1542128,1542128,1,38,unif
4531959,4531959,1,38,unif
1925267,1925267,1,38,unif
1170520,1170520,1,38,unif
8610346,8610346,1,38,unif
2201231,2201231,1,38,unif
93516,93516,1,38,unif
6024413,6024413,1,38,unif
9307500,9307500,1,38,unif
9878638,9878638,1,38,unif
3941007,3941007,1,38,unif
5552597,5552597,1,38,unif
5340923,5340923,1,38,unif
9224368,9224368,1,38,unif
4922311,4922311,1,38,unif
9323761,9323761,1,38,unif
1998703,1998703,1,38,unif
4789395,4789395,1,38,unif
856885,856885,1,38,unif
2218193,2218193,1,38,unif
623418,623418,1,38,unif
1004506,1004506,1,38,unif
5380729,5380729,1,38,unif
6545278,6545278,1,38,unif
4133858,4133858,1,38,unif
19092,19092,1,38,unif
4600458,4600458,1,38,unif
3688763,3688763,1,38,unif
6839498,6839498,1,38,unif
364849,364849,1,38,unif
4300618,4300618,1,38,unif
6285956,6285956,1,38,unif
2678247,2678247,1,38,unif
8260577,8260577,1,38,unif
7265433,7265433,1,38,unif
7614711,7614711,1,38,unif
9828412,9828412,1,38,unif
2217533,2217533,1,38,unif
669751,669751,1,38,unif
7974839,7974839,1,38,unif
9040552,9040552,1,38,unif
4189622,4189622,1,38,unif
4482235,4482235,1,38,unif
2242352,2242352,1,38,unif
2028371,2028371,1,38,unif
9837641,9837641,1,38,unif
8738732,8738732,1,38,unif
9763056,9763056,1,38,unif
7455401,7455401,1,38,unif
4880413,4880413,1,38,unif
8768086,8768158,73,38,unif
68016,68016,1,38,unif
9625722,9625722,1,38,unif
366499,366499,1,38,unif
6541878,6541878,1,38,unif
5552597,5552597,1,38,unif
6537052,6537091,40,38,unif
8301011,8301011,1,38,unif
8126595,8126595,1,38,unif
4848944,4849087,144,38,unif
6633334,6633334,1,38,unif
1017038,1017038,1,38,unif
6344437,6344437,1,38,unif
3753645,3753645,1,38,unif
3199396,3199396,1,38,unif
2651592,2651592,1,38,unif
6604404,6604404,1,38,unif
2625858,2625858,1,38,unif
2350309,2350309,1,38,unif
246046,246046,1,38,unif
5523313,5523313,1,38,unif
5693611,5693611,1,38,unif
2117618,2117618,1,38,unif
7977122,7977122,1,38,unif
7071718,7071718,1,38,unif
3023660,3023660,1,38,unif
7492123,7492123,1,38,unif
